chromosome	position	strand	gene_type	gene_name	gene_pos	unconverted	converted	ratio
8	143990309	+	protein_coding	ENSG00000178719(GRINA)	254	12	107	0.100840336
8	144085349	+	protein_coding	ENSG00000197858(GPAA1)	3013	59	333	0.150510204
8	144356107	-	protein_coding	ENSG00000182325(FBXL6)	3270	11	158	0.065088757
8	144356996	-	protein_coding	ENSG00000182325(FBXL6)	2381	68	131	0.341708543
8	144393758	-	protein_coding	ENSG00000071894(CPSF1)	15578	8	241	0.032128514
8	144396602	-	protein_coding	ENSG00000071894(CPSF1)	12734	14	29	0.325581395
8	144423801	-	protein_coding	ENSG00000160948(VPS28)	4763	16	409	0.037647059
8	144467296	+	protein_coding	ENSG00000167702(KIFC2)	1254	26	10	0.722222222
8	144547517	-	protein_coding	ENSG00000147799(ARHGAP39)	138330	6	35	0.146341463
8	144789770	-	protein_coding	ENSG00000161016(RPL8)	2818	36	1991	0.017760237
8	144789771	-	protein_coding	ENSG00000161016(RPL8)	2817	24	2274	0.010443864
8	144826178	-	Other features	.	.	6	11	0.352941176
9	2041959	+	protein_coding	ENSG00000080503(SMARCA2)	61670	8	20	0.285714286
9	15524036	-	Other features	.	.	22	647	0.032884903
9	20620810	-	protein_coding	ENSG00000171843(MLLT3)	1690	65	52	0.555555556
9	21970987	-	protein_coding	ENSG00000147889(CDKN2A)	24315	45	3240	0.01369863
9	33246641	+	protein_coding	ENSG00000122711(SPINK4)	28277	32	243	0.116363636
9	35079935	-	protein_coding	ENSG00000221829(FANCG)	70	10	39	0.204081633
9	35092687	-	protein_coding	ENSG00000165282(PIGO)	3933	8	108	0.068965517
9	35396574	+	protein_coding	ENSG00000198722(UNC13B)	234583	8	101	0.073394495
9	35405077	+	protein_coding	ENSG00000198722(UNC13B)	243086	7	58	0.107692308
9	35712870	-	protein_coding	ENSG00000137076(TLN1)	19326	9	304	0.028753994
9	35737822	+	Other features	ENSG00000107175(CREB3)	.	6	43	0.12244898
9	35813074	-	protein_coding	ENSG00000137133(HINT2)	2281	34	447	0.070686071
9	35815010	-	protein_coding	ENSG00000137133(HINT2)	345	8	127	0.059259259
9	37428547	+	protein_coding	ENSG00000137106(GRHPR)	5882	13	798	0.016029593
9	68940660	+	protein_coding	ENSG00000107242(PIP5K1B)	235421	34	157	0.178010471
9	72365073	-	protein_coding	ENSG00000107372(ZFAND5)	163	45	306	0.128205128
9	78306414	+	protein_coding	ENSG00000135069(PSAT1)	9290	22	2267	0.009611184
9	85655279	-	protein_coding	ENSG00000135049(AGTPBP1)	86751	14	88	0.137254902
9	92242191	-	protein_coding	ENSG00000196305(IARS1)	51664	15	154	0.088757396
9	93451481	-	protein_coding	ENSG00000188938(FAM120AOS)	2101	17	91	0.157407407
9	95317680	-	protein_coding	ENSG00000158169(FANCC)	109117	7	49	0.125
9	95317682	-	protein_coding	ENSG00000158169(FANCC)	109115	10	38	0.208333333
9	96645968	-	protein_coding	ENSG00000158122(PRXL2C)	9350	15	86	0.148514851
9	98087447	-	protein_coding	ENSG00000106785(TRIM14)	31776	8	214	0.036036036
9	98783695	-	protein_coding	ENSG00000165138(ANKS6)	13271	9	172	0.049723757
9	100117454	-	pseudogene	ENSG00000238172(RPS2P35)	198	5	12	0.294117647
9	100427280	+	protein_coding	ENSG00000066697(MSANTD3)	138	10	270	0.035714286
9	120860095	-	protein_coding	ENSG00000119403(PHF19)	34802	29	252	0.103202847
9	120997697	-	protein_coding	ENSG00000106804(C5)	77499	13	163	0.073863636
9	122394167	+	protein_coding	ENSG00000095303(PTGS1)	23638	18	51	0.260869565
9	123557678	-	protein_coding	ENSG00000119522(DENND1A)	372475	5	41	0.108695652
9	125438839	-	protein_coding	ENSG00000119487(MAPKAP1)	268396	18	704	0.024930748
9	127473865	+	protein_coding	ENSG00000148356(LRSAM1)	22377	28	126	0.181818182
9	127506448	-	protein_coding	ENSG00000136830(NIBAN2)	72542	11	486	0.022132797
9	127506470	-	protein_coding	ENSG00000136830(NIBAN2)	72520	553	29	0.950171821
9	127692412	+	protein_coding	ENSG00000136854(STXBP1)	113043	17	277	0.057823129
9	127872717	-	protein_coding	ENSG00000106992(AK1)	4959	20	773	0.025220681
9	127872786	-	protein_coding	ENSG00000106992(AK1)	4890	45	896	0.047821467
9	127908350	-	protein_coding	ENSG00000136840(ST6GALNAC4)	8692	26	458	0.053719008
9	127912567	-	protein_coding	ENSG00000136840(ST6GALNAC4)	4475	19	573	0.032094595
9	127937601	-	protein_coding	ENSG00000136908(DPM2)	254	8	176	0.043478261
9	128163633	+	protein_coding	ENSG00000171159(BBLN)	3369	15	189	0.073529412
9	128185704	-	protein_coding	ENSG00000148337(CIZ1)	18680	7	152	0.044025157
9	128325789	+	protein_coding	ENSG00000167113(COQ4)	3246	16	245	0.061302682
9	128326309	+	protein_coding	ENSG00000167113(COQ4)	3766	11	10	0.523809524
9	128390086	+	protein_coding	ENSG00000167118(URM1)	18726	117	658	0.150967742
9	128390369	+	protein_coding	ENSG00000167118(URM1)	19009	20	586	0.0330033
9	128689350	+	protein_coding	ENSG00000119335(SET)	5927	47	2506	0.018409714
9	128999674	+	protein_coding	ENSG00000095319(NUP188)	51976	15	786	0.018726592
9	129008293	-	protein_coding	ENSG00000148341(SH3GLB2)	20039	10	423	0.023094688
9	129014866	-	protein_coding	ENSG00000148341(SH3GLB2)	13466	18	455	0.038054968
9	129071532	+	protein_coding	ENSG00000148343(MIGA2)	34912	11	87	0.112244898
9	129148138	+	protein_coding	ENSG00000119383(PTPA)	37189	69	1016	0.06359447
9	129489794	+	lncRNA	ENSG00000204054(LINC00963)	12849	9	18	0.333333333
9	129503592	+	lncRNA	ENSG00000204054(LINC00963)	26647	128	941	0.119738073
9	129505449	+	lncRNA	ENSG00000204054(LINC00963)	28504	72	352	0.169811321
9	130470839	+	protein_coding	ENSG00000130707(ASS1)	25879	66	9805	0.006686253
9	130476948	+	protein_coding	ENSG00000130707(ASS1)	31988	60	6743	0.008819638
9	130884619	+	protein_coding	ENSG00000097007(ABL1)	171577	9	214	0.040358744
9	130903681	-	protein_coding	ENSG00000130720(FIBCD1)	35606	46	61	0.429906542
9	131120833	+	protein_coding	ENSG00000126878(AIF1L)	24358	11	154	0.066666667
9	131259314	-	protein_coding	ENSG00000126882(FAM78A)	18052	15	48	0.238095238
9	132161811	+	Other features	.	.	4	12	0.25
9	133108754	-	protein_coding	ENSG00000285245	55161	60	100	0.375
9	133342818	-	protein_coding	ENSG00000148297(MED22)	5314	13	320	0.039039039
9	133469082	+	protein_coding	ENSG00000160325(CACFD1)	9118	7	29	0.194444444
9	134053521	-	protein_coding	ENSG00000169925(BRD3)	15015	9	210	0.04109589
9	134438221	+	protein_coding	ENSG00000186350(RXRA)	121124	6	74	0.075
9	134730316	+	protein_coding	ENSG00000130635(COL5A1)	88514	19	528	0.034734918
9	134750815	+	protein_coding	ENSG00000130635(COL5A1)	109013	16	217	0.068669528
9	134796416	+	protein_coding	ENSG00000130635(COL5A1)	154614	51	742	0.064312736
9	134814017	+	protein_coding	ENSG00000130635(COL5A1)	172215	16	335	0.045584046
9	134842988	+	protein_coding	ENSG00000130635(COL5A1)	201186	18	777	0.022641509
9	135486892	+	protein_coding	ENSG00000196422(PPP1R26)	7814	6	53	0.101694915
9	135501032	+	protein_coding	ENSG00000122140(MRPS2)	1049	12	396	0.029411765
9	136363099	-	protein_coding	ENSG00000213221(DNLZ)	646	12	254	0.045112782
9	136402317	-	protein_coding	ENSG00000165689(ENTR1)	8298	7	132	0.050359712
9	136410458	-	protein_coding	ENSG00000165689(ENTR1)	157	55	18	0.753424658
9	136439703	-	protein_coding	ENSG00000148384(INPP5E)	143	7	62	0.101449275
9	136475284	-	protein_coding	ENSG00000148396(SEC16A)	8476	8	186	0.041237113
9	136475541	-	protein_coding	ENSG00000148396(SEC16A)	8219	13	258	0.04797048
9	136547927	+	lncRNA	ENSG00000237886(NALT1)	1716	4	9	0.307692308
9	136673235	-	protein_coding	ENSG00000169692(AGPAT2)	14223	8	165	0.046242775
9	136687244	-	protein_coding	ENSG00000169692(AGPAT2)	214	15	849	0.017361111
9	136728120	-	lncRNA	ENSG00000233016(SNHG7)	65	56	385	0.126984127
9	136808026	+	protein_coding	ENSG00000196642(RABL6)	84	373	177	0.678181818
9	136808027	+	protein_coding	ENSG00000196642(RABL6)	85	11	551	0.019572954
9	136833855	+	protein_coding	ENSG00000196642(RABL6)	25913	9	324	0.027027027
9	136836324	-	Other features	.	.	15	97	0.133928571
9	136841106	+	protein_coding	ENSG00000196642(RABL6)	33164	10	310	0.03125
9	136850102	+	protein_coding	ENSG00000054148(PHPT1)	1379	28	2094	0.013195099
9	136862174	-	protein_coding	ENSG00000107223(EDF1)	4135	55	1912	0.027961362
9	136887619	+	protein_coding	ENSG00000127191(TRAF2)	5708	17	68	0.2
9	136890939	+	protein_coding	ENSG00000127191(TRAF2)	9028	6	20	0.230769231
9	136940952	-	protein_coding	ENSG00000159069(FBXW5)	3787	18	494	0.03515625
9	136940953	-	protein_coding	ENSG00000159069(FBXW5)	3786	167	331	0.335341365
9	136944235	-	protein_coding	ENSG00000159069(FBXW5)	504	5	52	0.087719298
9	137015450	-	protein_coding	ENSG00000107331(ABCA2)	13466	5	49	0.092592593
9	137045807	-	protein_coding	ENSG00000107281(NPDC1)	373	11	25	0.305555556
9	137045915	-	protein_coding	ENSG00000107281(NPDC1)	265	13	750	0.017038008
9	137063349	-	protein_coding	ENSG00000186193(SAPCD2)	7209	13	279	0.044520548
9	137070279	-	protein_coding	ENSG00000186193(SAPCD2)	279	20	310	0.060606061
9	137070436	-	protein_coding	ENSG00000186193(SAPCD2)	122	108	176	0.38028169
9	137101633	+	protein_coding	ENSG00000177239(MAN1B1)	14777	15	574	0.025466893
9	137106730	+	protein_coding	ENSG00000177239(MAN1B1)	19874	13	802	0.01595092
9	137109012	+	protein_coding	ENSG00000177239(MAN1B1)	22156	30	174	0.147058824
9	137113903	-	protein_coding	ENSG00000176978(DPP7)	1275	37	1163	0.030833333
9	137192146	-	protein_coding	ENSG00000176058(TPRN)	12048	11	508	0.021194605
9	137256928	+	protein_coding	ENSG00000188986(NELFB)	1602	18	483	0.035928144
9	137272216	+	protein_coding	ENSG00000188986(NELFB)	16890	45	353	0.113065327
9	137272982	+	protein_coding	ENSG00000188986(NELFB)	17656	43	541	0.073630137
9	137273031	+	protein_coding	ENSG00000188986(NELFB)	17705	13	282	0.044067797
9	137273395	+	protein_coding	ENSG00000188986(NELFB)	18069	7	175	0.038461538
9	137281001	+	protein_coding	ENSG00000198113(TOR4A)	3276	123	61	0.668478261
9	137281364	+	protein_coding	ENSG00000198113(TOR4A)	3639	11	141	0.072368421
9	137429279	+	protein_coding	ENSG00000188747(NOXA1)	5930	3	4	0.428571429
9	137455907	-	protein_coding	ENSG00000165802(NSMF)	3428	5	10	0.333333333
9	137457859	-	protein_coding	ENSG00000165802(NSMF)	1476	16	884	0.017777778
9	137459064	-	protein_coding	ENSG00000165802(NSMF)	271	11	208	0.050228311
9	137590313	-	protein_coding	ENSG00000165724(ZMYND19)	200	11	519	0.020754717
9	137605831	+	protein_coding	ENSG00000197070(ARRDC1)	147	10	193	0.049261084
9	137835432	+	protein_coding	ENSG00000181090(EHMT1)	216441	9	53	0.14516129
MT	221	-	Other features	.	.	64	9954	0.006388501
MT	984	+	Mt_rRNA	ENSG00000211459(MT-RNR1)	337	41	5131	0.007927301
MT	2359	+	Mt_rRNA	ENSG00000210082(MT-RNR2)	689	82	5422	0.014898256
MT	2988	+	Mt_rRNA	ENSG00000210082(MT-RNR2)	1318	462	97374	0.004722188
MT	3279	+	Mt_tRNA	ENSG00000209082(MT-TL1)	50	58	1607	0.034834835
MT	6265	-	Other features	ENSG00000210196(MT-TP)	.	33	3925	0.008337544
MT	7697	-	Other features	ENSG00000210196(MT-TP)	.	49	7799	0.006243629
MT	7859	-	Other features	ENSG00000210196(MT-TP)	.	33	3827	0.008549223
MT	7886	-	Other features	ENSG00000210196(MT-TP)	.	32	4097	0.007750061
MT	7905	+	protein_coding	ENSG00000198712(MT-CO2)	320	105	19003	0.005495081
MT	8141	-	Other features	ENSG00000210196(MT-TP)	.	48	7350	0.00648824
MT	8148	-	Other features	ENSG00000210196(MT-TP)	.	57	7780	0.007273191
MT	8153	-	Other features	ENSG00000210196(MT-TP)	.	51	7923	0.006395786
MT	8156	-	Other features	ENSG00000210196(MT-TP)	.	56	7873	0.007062681
MT	8182	+	protein_coding	ENSG00000198712(MT-CO2)	597	120	24099	0.004954788
MT	9307	-	Other features	ENSG00000210196(MT-TP)	.	47	5801	0.008036936
MT	9329	-	Other features	ENSG00000210196(MT-TP)	.	67	10035	0.00663235
MT	9755	-	Other features	ENSG00000210196(MT-TP)	.	87	13987	0.006181611
MT	9777	-	Other features	ENSG00000210196(MT-TP)	.	102	16278	0.006227106
MT	9801	-	Other features	ENSG00000210196(MT-TP)	.	84	13458	0.006202924
MT	9804	-	Other features	ENSG00000210196(MT-TP)	.	100	12834	0.00773156
MT	9810	-	Other features	ENSG00000210196(MT-TP)	.	77	12948	0.005911708
MT	9811	-	Other features	ENSG00000210196(MT-TP)	.	90	12984	0.006883892
MT	9819	-	Other features	ENSG00000210196(MT-TP)	.	79	13721	0.005724638
MT	9820	-	Other features	ENSG00000210196(MT-TP)	.	76	13786	0.005482614
MT	9828	-	Other features	ENSG00000210196(MT-TP)	.	88	14742	0.005933918
MT	9838	-	Other features	ENSG00000210196(MT-TP)	.	109	15996	0.006768084
MT	9921	-	Other features	ENSG00000210196(MT-TP)	.	64	7357	0.008624175
MT	10589	-	Other features	ENSG00000210107(MT-TQ)	.	65	11518	0.005611672
MT	10670	+	protein_coding	ENSG00000212907(MT-ND4L)	201	119	13192	0.008939974
MT	10671	-	Other features	ENSG00000210107(MT-TQ)	.	67	12420	0.00536558
MT	11149	-	Other features	ENSG00000210107(MT-TQ)	.	103	10521	0.00969503
MT	11150	-	Other features	ENSG00000210107(MT-TQ)	.	81	10281	0.007817024
MT	11163	-	Other features	ENSG00000210107(MT-TQ)	.	59	8067	0.007260645
MT	11166	-	Other features	ENSG00000210107(MT-TQ)	.	60	8145	0.007312614
MT	11168	-	Other features	ENSG00000210107(MT-TQ)	.	65	8163	0.007899854
MT	11176	-	Other features	ENSG00000210107(MT-TQ)	.	74	8440	0.008691567
MT	11180	-	Other features	ENSG00000210107(MT-TQ)	.	72	8798	0.008117249
MT	11184	-	Other features	ENSG00000210107(MT-TQ)	.	98	8929	0.01085632
MT	11188	-	Other features	ENSG00000210107(MT-TQ)	.	83	9305	0.008841074
MT	11195	-	Other features	ENSG00000210107(MT-TQ)	.	68	9733	0.006938068
MT	11196	-	Other features	ENSG00000210107(MT-TQ)	.	88	9758	0.00893764
MT	11222	-	Other features	ENSG00000210107(MT-TQ)	.	98	7039	0.01373126
MT	11225	-	Other features	ENSG00000210107(MT-TQ)	.	69	6429	0.010618652
MT	11226	-	Other features	ENSG00000210107(MT-TQ)	.	94	6194	0.014949109
MT	11390	-	Other features	ENSG00000210107(MT-TQ)	.	67	7008	0.009469965
MT	11391	-	Other features	ENSG00000210107(MT-TQ)	.	59	7074	0.008271415
MT	11403	-	Other features	ENSG00000210107(MT-TQ)	.	45	7050	0.006342495
MT	11414	-	Other features	ENSG00000210107(MT-TQ)	.	51	6506	0.007777947
MT	11439	-	Other features	ENSG00000210107(MT-TQ)	.	56	5275	0.010504596
MT	11447	-	Other features	ENSG00000210107(MT-TQ)	.	42	5211	0.007995431
MT	11453	-	Other features	ENSG00000210107(MT-TQ)	.	38	5253	0.007182007
MT	11456	-	Other features	ENSG00000210107(MT-TQ)	.	42	5352	0.007786429
MT	11459	-	Other features	ENSG00000210107(MT-TQ)	.	42	5451	0.007646095
MT	11474	-	Other features	ENSG00000210107(MT-TQ)	.	52	6515	0.00791838
MT	11477	-	Other features	ENSG00000210107(MT-TQ)	.	58	6922	0.008309456
MT	11478	-	Other features	ENSG00000210107(MT-TQ)	.	57	6991	0.008087401
MT	11766	-	Other features	ENSG00000210107(MT-TQ)	.	147	22344	0.006535948
MT	11775	-	Other features	ENSG00000210107(MT-TQ)	.	180	22365	0.007984032
MT	11835	-	Other features	ENSG00000210107(MT-TQ)	.	80	14501	0.005486592
MT	11847	-	Other features	ENSG00000210107(MT-TQ)	.	71	10666	0.006612648
MT	11848	+	protein_coding	ENSG00000198886(MT-ND4)	1089	22	1892	0.011494253
MT	11852	-	Other features	ENSG00000210107(MT-TQ)	.	66	8726	0.007506824
MT	11861	-	Other features	ENSG00000210107(MT-TQ)	.	47	6001	0.007771164
MT	11894	+	protein_coding	ENSG00000198886(MT-ND4)	1135	47	5922	0.007874016
MT	11910	+	protein_coding	ENSG00000198886(MT-ND4)	1151	34	4393	0.007680145
MT	12541	-	Other features	ENSG00000210107(MT-TQ)	.	52	7457	0.006925023
MT	12618	-	Other features	ENSG00000210107(MT-TQ)	.	149	17571	0.008408578
MT	12645	+	protein_coding	ENSG00000198786(MT-ND5)	309	24	2562	0.009280742
MT	12795	-	Other features	ENSG00000210107(MT-TQ)	.	97	15036	0.006409833
MT	12803	-	Other features	ENSG00000210107(MT-TQ)	.	102	16866	0.006011315
MT	12869	-	Other features	ENSG00000210107(MT-TQ)	.	127	17936	0.007030947
MT	12871	-	Other features	ENSG00000210107(MT-TQ)	.	98	17832	0.0054657
MT	12878	-	Other features	ENSG00000210107(MT-TQ)	.	91	17046	0.005310148
MT	12889	-	Other features	ENSG00000210107(MT-TQ)	.	80	14927	0.005330846
MT	12979	-	Other features	ENSG00000210107(MT-TQ)	.	87	8698	0.009903244
MT	12980	-	Other features	ENSG00000210107(MT-TQ)	.	86	8801	0.009677056
MT	12994	-	Other features	ENSG00000210107(MT-TQ)	.	93	9963	0.00924821
MT	12997	-	Other features	ENSG00000210107(MT-TQ)	.	71	9875	0.007138548
MT	13000	-	Other features	ENSG00000210107(MT-TQ)	.	93	9617	0.009577755
MT	13009	-	Other features	ENSG00000210107(MT-TQ)	.	67	7819	0.008496069
MT	13018	-	Other features	ENSG00000210107(MT-TQ)	.	59	5312	0.010984919
MT	13019	-	Other features	ENSG00000210107(MT-TQ)	.	39	5048	0.007666601
MT	13031	-	Other features	ENSG00000210107(MT-TQ)	.	28	1795	0.015359298
MT	13063	-	Other features	ENSG00000210107(MT-TQ)	.	45	3564	0.012468828
MT	13065	+	protein_coding	ENSG00000198786(MT-ND5)	729	18	1418	0.012534819
MT	13093	-	Other features	ENSG00000210107(MT-TQ)	.	78	11811	0.006560686
MT	13107	+	protein_coding	ENSG00000198786(MT-ND5)	771	17	980	0.017051153
MT	13458	+	protein_coding	ENSG00000198786(MT-ND5)	1122	40	3977	0.00995768
MT	13462	-	Other features	ENSG00000210107(MT-TQ)	.	139	17118	0.008054702
MT	13466	-	Other features	ENSG00000210107(MT-TQ)	.	143	17678	0.008024241
MT	13468	+	protein_coding	ENSG00000198786(MT-ND5)	1132	50	5039	0.009825113
MT	13471	-	Other features	ENSG00000210107(MT-TQ)	.	140	18672	0.007442058
MT	13487	+	protein_coding	ENSG00000198786(MT-ND5)	1151	34	3816	0.008831169
MT	13809	+	protein_coding	ENSG00000198786(MT-ND5)	1473	15	888	0.016611296
MT	13810	-	Other features	ENSG00000210107(MT-TQ)	.	109	15545	0.006963077
MT	13813	-	Other features	ENSG00000210107(MT-TQ)	.	102	16477	0.006152361
MT	13828	+	protein_coding	ENSG00000198786(MT-ND5)	1492	18	805	0.021871203
MT	14275	+	Other features	ENSG00000210100(MT-TI)	.	40	2111	0.018596002
MT	14277	+	Other features	ENSG00000210100(MT-TI)	.	24	2018	0.011753183
MT	15059	-	Other features	ENSG00000210127(MT-TA)	.	55	6722	0.008115685
X	304919	-	protein_coding	ENSG00000178605(GTPBP6)	13878	33	479	0.064453125
X	307734	-	protein_coding	ENSG00000178605(GTPBP6)	11063	11	438	0.024498886
X	312798	-	protein_coding	ENSG00000178605(GTPBP6)	5999	7	146	0.045751634
X	1386410	-	protein_coding	ENSG00000169100(SLC25A6)	5704	30	2442	0.012135922
X	1386588	-	protein_coding	ENSG00000169100(SLC25A6)	5526	180	3914	0.043966781
X	1391947	-	protein_coding	ENSG00000169100(SLC25A6)	167	337	6013	0.053070866
X	1412844	-	protein_coding	ENSG00000169093(ASMTL)	40919	6	50	0.107142857
X	2500419	-	protein_coding	ENSG00000214717(ZBED1)	558	9	106	0.07826087
X	9719253	+	protein_coding	ENSG00000101849(TBL1X)	255934	30	217	0.12145749
X	10015666	+	protein_coding	ENSG00000047644(WWC3)	413	7	151	0.044303797
X	10567052	-	protein_coding	ENSG00000101871(MID1)	266603	10	141	0.066225166
X	21883784	+	protein_coding	ENSG00000012174(MBTPS2)	44168	13	296	0.042071197
X	34657108	-	protein_coding	ENSG00000147027(TMEM47)	178	10	41	0.196078431
X	38803041	+	protein_coding	ENSG00000165175(MID1IP1)	1602	8	69	0.103896104
X	40074182	-	protein_coding	ENSG00000183337(BCOR)	103148	7	56	0.111111111
X	40735274	-	protein_coding	ENSG00000180182(MED14)	585	17	159	0.096590909
X	41923142	-	protein_coding	ENSG00000147044(CASK)	413	7	175	0.038461538
X	44873351	+	protein_coding	ENSG00000147050(KDM6A)	164	22	108	0.169230769
X	46288300	-	pseudogene	ENSG00000229145(ACTBP1)	829	4	2	0.666666667
X	47142330	-	protein_coding	ENSG00000147123(NDUFB11)	3137	37	5186	0.007084051
X	47218803	+	protein_coding	ENSG00000102225(CDK16)	944	20	1509	0.013080445
X	47566901	+	protein_coding	ENSG00000078061(ARAF)	5697	15	391	0.036945813
X	48579293	+	protein_coding	ENSG00000102317(RBM3)	4845	8	36	0.181818182
X	48708396	+	protein_coding	ENSG00000101945(SUV39H1)	12843	11	252	0.041825095
X	48957282	-	protein_coding	ENSG00000068308(OTUD5)	1105	19	88	0.177570093
X	49068714	+	protein_coding	ENSG00000147144(CCDC120)	15143	6	19	0.24
X	49079754	-	protein_coding	ENSG00000196998(WDR45)	21417	19	293	0.060897436
X	49241875	-	Other features	ENSG00000102001(CACNA1F)	.	12	2	0.857142857
X	49241882	-	Other features	ENSG00000102001(CACNA1F)	.	12	2	0.857142857
X	53082509	+	protein_coding	ENSG00000184205(TSPYL2)	143	15	103	0.127118644
X	53431843	-	protein_coding	ENSG00000072506(HSD17B10)	2528	27	1624	0.016353725
X	68745215	-	Other features	.	.	3	0	1
X	70963336	+	Other features	.	.	36	693	0.049382716
X	71060657	-	protein_coding	ENSG00000147164(SNX12)	12770	12	441	0.026490066
X	71240387	-	protein_coding	ENSG00000147130(ZMYM3)	14760	6	17	0.260869565
X	72272604	-	protein_coding	ENSG00000198034(RPS4X)	4645	18	903	0.019543974
X	76334837	-	Other features	.	.	6	4	0.6
X	77506924	-	protein_coding	ENSG00000085224(ATRX)	279310	6	81	0.068965517
X	100156417	-	pseudogene	ENSG00000230592(RPSAP8)	357	8	1	0.888888889
X	108606836	+	protein_coding	ENSG00000188153(COL4A5)	166999	9	52	0.147540984
